fips,Median Home Value,decile
21187.0,99400.0,4
21189.0,71900.0,1
21191.0,104900.0,4
21193.0,73800.0,1
21195.0,78400.0,2
21197.0,79600.0,2
21199.0,110500.0,5
21201.0,100100.0,4
21203.0,80800.0,2
21205.0,125800.0,6
21207.0,85700.0,2
21209.0,178400.0,8
21211.0,187200.0,9
21213.0,131600.0,6
21215.0,201300.0,9
21217.0,117200.0,5
21219.0,102900.0,4
21221.0,124400.0,6
21223.0,118100.0,5
21225.0,86500.0,2
21227.0,160600.0,8
21229.0,113700.0,5
21231.0,81200.0,2
21233.0,81300.0,2
21235.0,87700.0,2
21237.0,63600.0,1
21239.0,196700.0,9
22001.0,107700.0,4
22003.0,93000.0,3
22005.0,191300.0,9
22007.0,113100.0,5
22009.0,97400.0,3
22011.0,116600.0,5
22013.0,72300.0,1
22015.0,168300.0,8
22017.0,144400.0,7
22019.0,149400.0,7
22021.0,74100.0,1
22023.0,113900.0,5
22025.0,82100.0,2
22027.0,76800.0,1
22029.0,84000.0,2
22031.0,110900.0,5
22033.0,186100.0,9
22035.0,75600.0,1
22037.0,120200.0,5
22039.0,92200.0,3
22041.0,86000.0,2
22043.0,105700.0,4
22045.0,112000.0,5
22047.0,143800.0,7
22049.0,87200.0,2
22051.0,180500.0,8
22053.0,111600.0,5
22055.0,177500.0,8
22057.0,151600.0,7
22059.0,80000.0,2
22061.0,150600.0,7
22063.0,159900.0,8
22065.0,65500.0,1
22067.0,90900.0,3
22069.0,122600.0,6
22071.0,219600.0,9
22073.0,140900.0,7
22075.0,173200.0,8
22077.0,131700.0,6
22079.0,138600.0,7
22081.0,80800.0,2
22083.0,87200.0,2
22085.0,92300.0,3
22087.0,142400.0,7
22089.0,189300.0,9
22091.0,86900.0,2
22093.0,152500.0,7
22095.0,152600.0,7
22097.0,104200.0,4
22099.0,121500.0,6
22101.0,106200.0,4
22103.0,212700.0,9
22105.0,154000.0,7
22107.0,68600.0,1
22109.0,148800.0,7
22111.0,99000.0,4
22113.0,114300.0,5
22115.0,118900.0,5
22117.0,88500.0,2
22119.0,83300.0,2
22121.0,191400.0,9
22123.0,87100.0,2
22125.0,204500.0,9
22127.0,78300.0,2
23001.0,153500.0,7
23003.0,98000.0,3
23005.0,269200.0,10
23007.0,138800.0,7
23009.0,211700.0,9
23011.0,155000.0,7
23013.0,206800.0,9
23015.0,213300.0,9
23017.0,142200.0,7
23019.0,140800.0,7
23021.0,113800.0,5
23023.0,200500.0,9
23025.0,112400.0,5
23027.0,160900.0,8
23029.0,110500.0,5
23031.0,241200.0,10
24001.0,119200.0,5
24003.0,355200.0,10
24005.0,255400.0,10
24009.0,349200.0,10
24011.0,199600.0,9
24013.0,333500.0,10
24015.0,237300.0,9
24017.0,302800.0,10
24019.0,179300.0,8
24021.0,323600.0,10
24023.0,169700.0,8
24025.0,286700.0,10
24027.0,448000.0,10
24029.0,244200.0,10
24031.0,476500.0,10
24033.0,287800.0,10
24035.0,348000.0,10
24037.0,295000.0,10
24039.0,140300.0,7
24041.0,331500.0,10
24043.0,208200.0,9
24045.0,171700.0,8
24047.0,255400.0,10
24510.0,156400.0,7
25001.0,384100.0,10
25003.0,208500.0,9
25005.0,290100.0,10
25007.0,667400.0,10
25009.0,389900.0,10
25011.0,229300.0,9
25013.0,203100.0,9
25015.0,277200.0,10
25017.0,476500.0,10
25019.0,1056500.0,10
25021.0,452500.0,10
25023.0,356700.0,10
25025.0,463200.0,10
25027.0,269900.0,10
26001.0,99800.0,4
26003.0,123500.0,6
26005.0,157400.0,8
26007.0,95600.0,3
26009.0,157600.0,8
26011.0,90000.0,3
26013.0,102700.0,4
26015.0,154100.0,7
26017.0,100500.0,4
26019.0,172000.0,8
26021.0,146300.0,7
26023.0,104100.0,4
26025.0,105300.0,4
26027.0,134700.0,6
26029.0,162900.0,8
26031.0,125100.0,6
26033.0,112300.0,5
26035.0,88400.0,2
26037.0,167900.0,8
26039.0,101400.0,4
26041.0,110500.0,5
26043.0,99600.0,4
26045.0,147300.0,7
26047.0,178300.0,8
26049.0,104800.0,4
26051.0,104700.0,4
26053.0,69900.0,1
26055.0,194200.0,9
26057.0,94300.0,3
26059.0,112000.0,5
26061.0,106900.0,4
26063.0,97300.0,3
26065.0,129000.0,6
26067.0,122600.0,6
26069.0,91100.0,3
26071.0,77800.0,1
26073.0,131500.0,6
26075.0,124100.0,6
26077.0,153800.0,7
26079.0,108200.0,4
26081.0,163500.0,8
26083.0,113500.0,5
26085.0,84400.0,2
26087.0,159000.0,8
26089.0,256300.0,10
26091.0,133300.0,6
26093.0,233400.0,9
26095.0,83800.0,2
26097.0,135000.0,6
26099.0,157700.0,8
26101.0,120900.0,5
26103.0,149900.0,7
26105.0,137700.0,7
26107.0,117700.0,5
26109.0,95800.0,3
26111.0,137600.0,7
26113.0,111400.0,5
26115.0,155700.0,7
26117.0,107400.0,4
26119.0,100000.0,4
26121.0,111000.0,5
26123.0,111200.0,5
26125.0,228800.0,9
26127.0,112200.0,5
26129.0,93400.0,3
26131.0,68300.0,1
26133.0,93500.0,3
26135.0,86800.0,2
26137.0,135500.0,6
26139.0,179300.0,8
26141.0,102300.0,4
26143.0,102700.0,4
26145.0,97700.0,3
26147.0,146500.0,7
26149.0,115100.0,5
26151.0,106400.0,4
26153.0,109300.0,4
26155.0,115300.0,5
26157.0,101300.0,4
26159.0,131400.0,6
26161.0,246000.0,10
26163.0,102700.0,4
26165.0,100200.0,4
27001.0,174400.0,8
27003.0,218800.0,9
27005.0,187600.0,9
27007.0,157000.0,7
27009.0,166700.0,8
27011.0,97900.0,3
27013.0,177800.0,8
27015.0,135800.0,6
27017.0,166200.0,8
27019.0,301900.0,10
27021.0,182700.0,9
27023.0,114600.0,5
27025.0,219400.0,9
27027.0,183300.0,9
27029.0,123800.0,6
27031.0,252900.0,10
27033.0,90800.0,3
27035.0,194400.0,9
27037.0,252000.0,10
27039.0,174400.0,8
27041.0,209800.0,9
27043.0,88500.0,2
27045.0,152900.0,7
27047.0,111400.0,5
27049.0,196100.0,9
27051.0,105700.0,4
27053.0,260300.0,10
27055.0,167600.0,8
27057.0,189500.0,9
27059.0,186000.0,9
27061.0,159000.0,8
27063.0,120000.0,5
27065.0,152600.0,7
27067.0,168400.0,8
27069.0,74100.0,1
27071.0,106300.0,4
27073.0,85600.0,2
27075.0,170400.0,8
27077.0,152400.0,7
27079.0,197600.0,9
27081.0,94300.0,3
27083.0,141100.0,7
27085.0,157900.0,8
27087.0,94900.0,3
27089.0,111500.0,5
27091.0,114900.0,5
27093.0,165500.0,8
27095.0,157200.0,7
27097.0,165200.0,8
27099.0,120500.0,5
27101.0,113300.0,5
27103.0,182100.0,9
27105.0,120900.0,5
27107.0,93400.0,3
27109.0,199500.0,9
27111.0,179500.0,8
27113.0,142100.0,7
27115.0,157400.0,8
27117.0,97700.0,3
27119.0,158200.0,8
27121.0,165000.0,8
27123.0,219400.0,9
27125.0,113600.0,5
27127.0,100800.0,4
27129.0,102700.0,4
27131.0,196500.0,9
27133.0,137100.0,6
27135.0,125700.0,6
27137.0,152000.0,7
27139.0,285200.0,10
27141.0,217200.0,9
27143.0,151000.0,7
27145.0,176000.0,8
27147.0,158500.0,8
27149.0,154100.0,7
27151.0,103100.0,4
27153.0,149300.0,7
27155.0,82000.0,2
27157.0,173100.0,8
27159.0,123700.0,6
27161.0,150700.0,7
27163.0,277400.0,10
27165.0,94300.0,3
27167.0,125600.0,6
27169.0,161100.0,8
27171.0,225600.0,9
27173.0,101800.0,4
28001.0,92800.0,3
28003.0,92400.0,3
28005.0,75500.0,1
28007.0,76000.0,1
28009.0,68800.0,1
28011.0,94700.0,3
28013.0,67700.0,1
28015.0,89300.0,3
28017.0,66000.0,1
28019.0,81600.0,2
28021.0,63000.0,1
28023.0,79700.0,2
28025.0,87400.0,2
28027.0,67200.0,1
28029.0,97900.0,3
28031.0,78600.0,2
28033.0,162000.0,8
28035.0,120700.0,5
28037.0,76500.0,1
28039.0,109800.0,4
28041.0,80900.0,2
28043.0,99700.0,4
28045.0,144400.0,7
28047.0,144500.0,7
28049.0,115200.0,5
28051.0,56100.0,1
28053.0,68900.0,1
28055.0,57500.0,1
28057.0,89500.0,3
28059.0,129400.0,6
28061.0,73400.0,1
28063.0,62300.0,1
28065.0,84200.0,2
28067.0,92100.0,3
28069.0,71200.0,1
28071.0,188600.0,9
28073.0,170400.0,8
28075.0,93100.0,3
28077.0,93200.0,3
28079.0,78500.0,2
28081.0,131300.0,6
28083.0,79700.0,2
28085.0,99600.0,4
28087.0,131800.0,6
28089.0,215100.0,9
28091.0,85100.0,2
28093.0,108000.0,4
28095.0,88200.0,2
28097.0,80000.0,2
28099.0,81400.0,2
28101.0,83000.0,2
28103.0,60800.0,1
28105.0,161100.0,8
28107.0,77400.0,1
28109.0,128600.0,6
28111.0,83700.0,2
28113.0,91400.0,3
28115.0,102700.0,4
28117.0,91800.0,3
28119.0,52300.0,1
28121.0,160000.0,8
28123.0,68700.0,1
28125.0,61800.0,1
28127.0,84200.0,2
28129.0,95400.0,3
28131.0,117800.0,5
28133.0,73900.0,1
28135.0,63500.0,1
28137.0,117800.0,5
28139.0,83100.0,2
28141.0,85300.0,2
28143.0,101600.0,4
28145.0,95000.0,3
28147.0,90400.0,3
28149.0,118600.0,5
28151.0,74700.0,1
28153.0,84000.0,2
28155.0,83100.0,2
28157.0,70000.0,1
28159.0,84100.0,2
28161.0,83100.0,2
28163.0,81400.0,2
29001.0,118100.0,5
29003.0,140100.0,7
29005.0,85600.0,2
29007.0,98300.0,3
29009.0,116400.0,5
29011.0,96100.0,3
29013.0,114500.0,5
29015.0,116500.0,5
29017.0,105400.0,4
29019.0,179800.0,8
29021.0,118400.0,5
29023.0,109800.0,4
29025.0,107900.0,4
29027.0,144200.0,7
29029.0,183500.0,9
29031.0,155000.0,7
29033.0,84100.0,2
29035.0,116600.0,5
29037.0,171800.0,8
29039.0,105000.0,4
29041.0,91600.0,3
29043.0,162900.0,8
29045.0,88100.0,2
29047.0,167700.0,8
29049.0,152400.0,7
29051.0,160300.0,8
29053.0,131100.0,6
29055.0,117900.0,5
29057.0,81300.0,2
29059.0,111900.0,5
29061.0,107500.0,4
29063.0,113500.0,5
29065.0,110900.0,5
29067.0,113200.0,5
29069.0,73700.0,1
29071.0,160600.0,8
29073.0,133200.0,6
29075.0,87200.0,2
29077.0,141200.0,7
29079.0,91400.0,3
29081.0,74600.0,1
29083.0,102300.0,4
29085.0,94900.0,3
29087.0,96100.0,3
29089.0,116100.0,5
29091.0,104500.0,4
29093.0,83700.0,2
29095.0,139000.0,7
29097.0,115900.0,5
29099.0,158100.0,8
29101.0,151100.0,7
29103.0,71900.0,1
29105.0,114400.0,5
29107.0,127300.0,6
29109.0,105700.0,4
29111.0,87000.0,2
29113.0,157500.0,8
29115.0,82700.0,2
29117.0,103500.0,4
29119.0,97400.0,3
29121.0,95600.0,3
29123.0,98600.0,4
29125.0,122200.0,6
29127.0,121400.0,6
29129.0,87500.0,2
29131.0,134800.0,6
29133.0,75300.0,1
29135.0,123500.0,6
29137.0,101100.0,4
29139.0,104900.0,4
29141.0,122300.0,6
29143.0,75500.0,1
29145.0,122900.0,6
29147.0,124600.0,6
29149.0,90200.0,3
29151.0,146000.0,7
29153.0,100500.0,4
29155.0,78600.0,2
29157.0,138500.0,7
29159.0,115200.0,5
29161.0,129400.0,6
29163.0,106100.0,4
29165.0,216600.0,9
29167.0,125700.0,6
29169.0,151200.0,7
29171.0,84300.0,2
29173.0,136100.0,6
29175.0,101700.0,4
29177.0,129300.0,6
29179.0,95100.0,3
29181.0,85000.0,2
29183.0,208900.0,9
29185.0,83600.0,2
29186.0,158300.0,8
29187.0,120700.0,5
29189.0,190100.0,9
29195.0,102000.0,4
29197.0,70500.0,1
29199.0,87200.0,2
29201.0,106300.0,4
29203.0,110100.0,5
29205.0,74700.0,1
29207.0,99300.0,4
29209.0,165400.0,8
29211.0,75400.0,1
29213.0,128200.0,6
29215.0,110300.0,5
29217.0,99000.0,4
29219.0,172400.0,8
29221.0,93700.0,3
29223.0,74900.0,1
29225.0,127900.0,6
29227.0,66000.0,1
29229.0,100400.0,4
29510.0,131900.0,6
30001.0,194900.0,9
30003.0,110900.0,5
30005.0,89800.0,3
30007.0,203700.0,9
30009.0,239500.0,10
30011.0,101300.0,4
30013.0,171700.0,8
30015.0,137200.0,6
30017.0,160700.0,8
30019.0,136100.0,6
30021.0,156600.0,7
30023.0,120300.0,5
30025.0,165700.0,8
30027.0,134900.0,6
30029.0,259400.0,10
30031.0,330400.0,10
30033.0,105800.0,4
30035.0,109800.0,4
30037.0,105100.0,4
30039.0,216500.0,9
30041.0,140900.0,7
30043.0,277500.0,10
30045.0,141100.0,7
30047.0,235300.0,9
30049.0,230600.0,9
30051.0,114000.0,5
30053.0,190500.0,9
30055.0,126300.0,6
30057.0,254900.0,10
30059.0,155000.0,7
30061.0,166000.0,8
30063.0,271400.0,10
30065.0,180400.0,8
30067.0,255700.0,10
30069.0,133300.0,6
30071.0,126500.0,6
30073.0,123500.0,6
30075.0,122900.0,6
30077.0,149500.0,7
30079.0,109400.0,4
30081.0,262600.0,10
30083.0,217400.0,9
30085.0,119400.0,5
30087.0,116800.0,5
30089.0,224200.0,9
30091.0,135900.0,6
30093.0,143300.0,7
30095.0,246600.0,10
30097.0,242100.0,10
30099.0,163000.0,8
30101.0,136300.0,6
30103.0,100000.0,4
30105.0,131800.0,6
30107.0,89800.0,3
30109.0,102500.0,4
30111.0,216900.0,9
31001.0,118300.0,5
31003.0,80600.0,2
31005.0,104600.0,4
31007.0,136000.0,6
31009.0,83900.0,2
31011.0,111800.0,5
31013.0,120100.0,5
31015.0,67100.0,1
31017.0,80100.0,2
31019.0,165800.0,8
31021.0,94600.0,3
31023.0,112600.0,5
31025.0,170700.0,8
31027.0,121000.0,5
31029.0,122700.0,6
31031.0,120700.0,5
31033.0,104900.0,4
31035.0,88300.0,2
31037.0,87800.0,2
31039.0,115200.0,5
31041.0,94800.0,3
31043.0,114900.0,5
31045.0,120000.0,5
31047.0,99200.0,4
31049.0,78200.0,1
31051.0,90700.0,3
31053.0,122600.0,6
31055.0,161400.0,8
31057.0,76300.0,1
31059.0,79100.0,2
31061.0,65200.0,1
31063.0,100200.0,4
31065.0,68800.0,1
31067.0,115500.0,5
31069.0,81100.0,2
31071.0,98500.0,4
31073.0,115100.0,5
31075.0,57700.0,1
31077.0,79100.0,2
31079.0,142300.0,7
31081.0,140400.0,7
31083.0,88200.0,2
31085.0,62500.0,1
31087.0,57800.0,1
31089.0,108500.0,4
31091.0,84200.0,2
31093.0,127400.0,6
31095.0,80100.0,2
31097.0,83200.0,2
31099.0,140000.0,7
31101.0,114200.0,5
31103.0,71400.0,1
31105.0,79800.0,2
31107.0,89300.0,3
31109.0,167900.0,8
31111.0,135700.0,6
31113.0,110800.0,5
31115.0,122600.0,6
31117.0,119300.0,5
31119.0,136900.0,6
31121.0,100800.0,4
31123.0,92900.0,3
31125.0,78400.0,2
31127.0,109500.0,4
31129.0,70800.0,1
31131.0,134700.0,6
31133.0,71600.0,1
31135.0,113100.0,5
31137.0,127000.0,6
31139.0,116700.0,5
31141.0,143900.0,7
31143.0,100200.0,4
31145.0,99600.0,4
31147.0,66800.0,1
31149.0,78300.0,2
31151.0,98000.0,3
31153.0,183700.0,9
31155.0,161800.0,8
31157.0,121900.0,6
31159.0,162600.0,8
31161.0,72300.0,1
31163.0,89400.0,3
31165.0,113900.0,5
31167.0,115100.0,5
31169.0,66800.0,1
31171.0,120300.0,5
31173.0,81900.0,2
31175.0,107800.0,4
31177.0,185800.0,9
31179.0,135900.0,6
31181.0,78300.0,2
31183.0,89000.0,3
31185.0,127500.0,6
32001.0,174100.0,8
32003.0,238300.0,10
32005.0,346500.0,10
32007.0,200800.0,9
32009.0,74000.0,1
32011.0,84400.0,2
32013.0,173300.0,8
32015.0,185300.0,9
32017.0,134700.0,6
32019.0,183900.0,9
32021.0,85900.0,2
32023.0,139100.0,7
32027.0,100800.0,4
32029.0,222900.0,9
32031.0,299400.0,10
32033.0,151900.0,7
32510.0,242200.0,10
33001.0,222300.0,9
33003.0,236500.0,9
33005.0,190600.0,9
33007.0,124900.0,6
33009.0,220400.0,9
33011.0,265000.0,10
33013.0,232100.0,9
33015.0,310200.0,10
33017.0,226600.0,9
33019.0,174000.0,8
34001.0,218300.0,9
34003.0,459200.0,10
34005.0,247600.0,10
34007.0,195800.0,9
34009.0,296600.0,10
34011.0,162500.0,8
34013.0,372600.0,10
34015.0,216700.0,9
34017.0,364100.0,10
34019.0,402800.0,10
34021.0,284200.0,10
34023.0,336200.0,10
34025.0,408400.0,10
34027.0,448800.0,10
34029.0,272900.0,10
34031.0,336600.0,10
34033.0,185300.0,9
34035.0,420500.0,10
34037.0,266000.0,10
34039.0,357300.0,10
34041.0,260000.0,10
35001.0,194300.0,9
35003.0,161800.0,8
35005.0,108700.0,4
35006.0,86800.0,2
35007.0,107400.0,4
35009.0,127700.0,6
35011.0,95600.0,3
35013.0,141700.0,7
35015.0,148300.0,7
35017.0,126700.0,6
35019.0,85400.0,2
35021.0,83000.0,2
35023.0,83400.0,2
35025.0,123900.0,6
35027.0,206600.0,9
35028.0,292200.0,10
35029.0,84500.0,2
35031.0,64500.0,1
35033.0,103300.0,4
35035.0,108300.0,4
35037.0,72200.0,1
35039.0,164800.0,8
35041.0,113800.0,5
35043.0,191300.0,9
35045.0,150400.0,7
35047.0,127200.0,6
35049.0,282600.0,10
35051.0,111900.0,5
35053.0,97200.0,3
35055.0,236600.0,9
35057.0,112600.0,5
35059.0,81300.0,2
35061.0,136000.0,6
36001.0,218100.0,9
36003.0,73900.0,1
36005.0,382900.0,10
36007.0,115600.0,5
36009.0,86200.0,2
36011.0,123000.0,6
36013.0,86300.0,2
36015.0,106500.0,4
36017.0,97000.0,3
36019.0,132000.0,6
36021.0,231100.0,9
36023.0,118100.0,5
36025.0,136300.0,6
36027.0,278100.0,10
36029.0,146500.0,7
36031.0,151900.0,7
36033.0,105500.0,4
36035.0,108700.0,4
36037.0,117600.0,5
36039.0,174700.0,8
36041.0,164900.0,8
36043.0,97200.0,3
36045.0,149500.0,7
36047.0,665300.0,10
36049.0,120000.0,5
36051.0,126700.0,6
36053.0,131800.0,6
36055.0,144700.0,7
36057.0,101000.0,4
36059.0,474800.0,10
36061.0,944600.0,10
36063.0,119300.0,5
36065.0,123100.0,6
36067.0,142300.0,7
36069.0,160000.0,8
36071.0,263700.0,10
36073.0,95600.0,3
36075.0,102000.0,4
36077.0,144000.0,7
36079.0,356300.0,10
36081.0,504900.0,10
36083.0,185100.0,9
36085.0,478600.0,10
36087.0,434000.0,10
36089.0,91600.0,3
36091.0,251200.0,10
36093.0,165400.0,8
36095.0,143500.0,7
36097.0,121300.0,6
36099.0,101400.0,4
36101.0,98200.0,3
36103.0,386800.0,10
36105.0,169500.0,8
36107.0,117100.0,5
36109.0,199400.0,9
36111.0,225500.0,9
36113.0,193800.0,9
36115.0,145900.0,7
36117.0,121700.0,6
36119.0,528300.0,10
36121.0,112200.0,5
36123.0,128800.0,6
37001.0,147800.0,7
37003.0,130600.0,6
37005.0,126000.0,6
37007.0,89300.0,3
37009.0,152500.0,7
37011.0,150600.0,7
37013.0,128300.0,6
37015.0,80900.0,2
37017.0,90000.0,3
37019.0,199900.0,9
37021.0,222300.0,9
37023.0,116400.0,5
37025.0,189100.0,9
37027.0,115700.0,5
37029.0,210300.0,9
37031.0,207900.0,9
37033.0,109100.0,4
37035.0,141900.0,7
37037.0,265900.0,10
37039.0,152200.0,7
37041.0,124700.0,6
37043.0,165900.0,8
37045.0,114300.0,5
37047.0,87300.0,2
37049.0,158300.0,8
37051.0,132500.0,6
37053.0,251800.0,10
37055.0,287600.0,10
37057.0,137000.0,6
37059.0,172700.0,8
37061.0,87000.0,2
37063.0,209300.0,9
37065.0,85200.0,2
37067.0,154500.0,7
37069.0,143700.0,7
37071.0,136500.0,6
37073.0,144000.0,7
37075.0,119200.0,5
37077.0,149400.0,7
37079.0,85900.0,2
37081.0,162400.0,8
37083.0,86100.0,2
37085.0,148400.0,7
37087.0,175600.0,8
37089.0,203400.0,9
37091.0,85400.0,2
37093.0,139000.0,7
37095.0,108300.0,4
37097.0,180700.0,8
37099.0,192300.0,9
37101.0,156800.0,7
37103.0,88700.0,2
37105.0,138300.0,7
37107.0,95700.0,3
37109.0,160800.0,8
37111.0,113900.0,5
37113.0,165800.0,8
37115.0,180400.0,8
37117.0,88400.0,2
37119.0,219800.0,9
37121.0,150100.0,7
37123.0,108300.0,4
37125.0,210200.0,9
37127.0,126200.0,6
37129.0,233700.0,9
37131.0,83100.0,2
37133.0,153900.0,7
37135.0,292500.0,10
37137.0,154500.0,7
37139.0,158700.0,8
37141.0,179500.0,8
37143.0,169900.0,8
37145.0,117100.0,5
37147.0,141100.0,7
37149.0,212300.0,9
37151.0,120800.0,5
37153.0,80100.0,2
37155.0,74600.0,1
37157.0,111400.0,5
37159.0,130700.0,6
37161.0,114800.0,5
37163.0,88800.0,3
37165.0,84500.0,2
37167.0,134100.0,6
37169.0,128600.0,6
37171.0,121000.0,5
37173.0,123200.0,6
37175.0,211300.0,9
37177.0,109900.0,5
37179.0,229200.0,9
37181.0,97700.0,3
37183.0,265800.0,10
37185.0,95000.0,3
37187.0,85000.0,2
37189.0,239400.0,10
37191.0,121900.0,6
37193.0,124000.0,6
37195.0,121300.0,6
37197.0,125800.0,6
37199.0,149800.0,7
38001.0,148800.0,7
38003.0,118800.0,5
38005.0,73600.0,1
38007.0,181600.0,9
38009.0,149400.0,7
38011.0,149300.0,7
38013.0,114500.0,5
38015.0,250600.0,10
38017.0,211500.0,9
38019.0,98600.0,4
38021.0,105300.0,4
38023.0,159300.0,8
38025.0,189100.0,9
38027.0,83500.0,2
38029.0,101700.0,4
38031.0,127800.0,6
38033.0,120000.0,5
38035.0,193300.0,9
38037.0,77700.0,1
38039.0,98200.0,3
38041.0,111000.0,5
38043.0,104900.0,4
38045.0,103200.0,4
38047.0,84300.0,2
38049.0,123200.0,6
38051.0,76600.0,1
38053.0,211900.0,9
38055.0,163000.0,8
38057.0,175200.0,8
38059.0,199800.0,9
38061.0,167900.0,8
38063.0,85200.0,2
38065.0,177600.0,8
38067.0,89700.0,3
38069.0,114800.0,5
38071.0,152100.0,7
38073.0,123200.0,6
38075.0,140400.0,7
38077.0,124300.0,6
38079.0,81400.0,2
38081.0,105400.0,4
38083.0,83400.0,2
38085.0,83000.0,2
38087.0,89500.0,3
38089.0,238100.0,10
38091.0,78300.0,2
38093.0,146100.0,7
38095.0,74100.0,1
38097.0,139400.0,7
38099.0,85600.0,2
38101.0,209400.0,9
38103.0,97900.0,3
38105.0,256000.0,10
39001.0,100200.0,4
39003.0,113500.0,5
39005.0,124900.0,6
39007.0,108300.0,4
39009.0,122000.0,6
39011.0,143800.0,7
39013.0,98500.0,4
39015.0,124500.0,6
39017.0,165900.0,8
39019.0,123900.0,6
39021.0,126200.0,6
39023.0,111600.0,5
39025.0,164200.0,8
39027.0,125300.0,6
39029.0,106700.0,4
39031.0,100000.0,4
39033.0,87200.0,2
39035.0,128000.0,6
39037.0,114900.0,5
39039.0,117700.0,5
39041.0,293900.0,10
39043.0,136700.0,6
39045.0,173600.0,8
39047.0,112700.0,5
39049.0,165800.0,8
39051.0,137000.0,6
39053.0,106200.0,4
39055.0,230200.0,9
39057.0,168200.0,8
39059.0,106600.0,4
39061.0,149300.0,7
39063.0,139900.0,7
39065.0,98400.0,4
39067.0,89800.0,3
39069.0,121900.0,6
39071.0,111700.0,5
39073.0,126700.0,6
39075.0,200700.0,9
39077.0,120800.0,5
39079.0,94600.0,3
39081.0,90000.0,3
39083.0,147900.0,7
39085.0,153100.0,7
39087.0,103000.0,4
39089.0,164100.0,8
39091.0,129100.0,6
39093.0,145100.0,7
39095.0,113100.0,5
39097.0,162200.0,8
39099.0,103400.0,4
39101.0,97500.0,3
39103.0,189700.0,9
39105.0,92900.0,3
39107.0,144100.0,7
39109.0,145800.0,7
39111.0,104700.0,4
39113.0,115400.0,5
39115.0,96500.0,3
39117.0,144900.0,7
39119.0,116200.0,5
39121.0,98400.0,4
39123.0,148400.0,7
39125.0,94300.0,3
39127.0,107600.0,4
39129.0,157800.0,8
39131.0,106500.0,4
39133.0,157300.0,7
39135.0,119300.0,5
39137.0,151600.0,7
39139.0,105600.0,4
39141.0,120900.0,5
39143.0,113100.0,5
39145.0,94500.0,3
39147.0,101800.0,4
39149.0,139100.0,7
39151.0,130700.0,6
39153.0,140700.0,7
39155.0,102500.0,4
39157.0,121900.0,6
39159.0,196500.0,9
39161.0,102400.0,4
39163.0,90600.0,3
39165.0,210900.0,9
39167.0,125600.0,6
39169.0,145700.0,7
39171.0,98300.0,3
39173.0,157900.0,8
39175.0,115800.0,5
40001.0,83500.0,2
40003.0,78900.0,2
40005.0,98800.0,4
40007.0,101800.0,4
40009.0,120100.0,5
40011.0,82900.0,2
40013.0,107700.0,4
40015.0,82500.0,2
40017.0,160200.0,8
40019.0,112400.0,5
40021.0,115900.0,5
40023.0,95500.0,3
40025.0,55800.0,1
40027.0,159500.0,8
40029.0,84900.0,2
40031.0,125400.0,6
40033.0,75400.0,1
40035.0,104700.0,4
40037.0,116200.0,5
40039.0,135500.0,6
40041.0,114900.0,5
